COMID,lengthKM,Tidal,SLOPE,width_bkfl_m,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,CANADSKEL_,CANADSKEL1,UID_V6,F_CODE,HYC,VTR,YSS,LAKEUID,NAME_EN,NOM_FR,CGNDB_EN,CGNDB_FR,CGNS_FID,DATE_E,coast,outlet
1994340,53.81601806,0,0,13.84667325,199434,199435,2,2,0.56784,202112,28514,1428105,BH140,8,0,0,0,Rivière Bonaventure Ouest,Rivière Bonaventure Ouest,EFPAI,EFPAI,21d70d11bbeb11d892e2080020a0f4c9,2003,0,0
1994360,10.90837415,0,0,3.661032968,199436,199435,2,2,0.13142,202113,28515,1429105,BH140,8,0,0,0, , , , , ,2003,0,0
1994370,10.46180829,0,0,3.535679502,199437,199407,2,2,0.11854,202114,30209,1667105,BH140,8,0,0,0, , , , , ,2003,0,0
1994380,10.78870604,0,0,3.62752672,199438,199407,2,2,0.12366,202115,30310,1678105,BH140,8,0,0,0, , , , , ,2003,0,0
1994390,19.13557903,0,0,5.848515415,199439,199440,2,2,0.20317,202116,29000,1481105,BH140,8,0,0,0, , , , , ,2003,0,0
1994120,8.751304295,0,0,230.285733,199412,199440,2,2,0.09512,202117,29001,1482105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1994290,2.210160015,0,0,6.929835155,199429,199441,2,2,0.0244,202118,28094,1384105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,2003,0,0
1994420,8.402386589,0,0,2.945237185,199442,199443,2,2,0.10139,202119,29280,7941105,BH140,8,0,0,0,Ruisseau Grand Nord,Ruisseau Grand Nord,EGOBV,EGOBV,10194145be1911d892e2080020a0f4c9,20070920,0,0
1994310,2.187483164,0,0,92.37794946,199431,199444,2,2,0.02591,202120,30046,1634105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1994450,9.519083376,0,0,3.268057581,199445,199443,2,2,0.12083,202121,29328,8001105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994440,3.917260763,0,0,99.50777331,199444,199446,2,2,0.05274,202122,30045,1633105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1994470,15.74865762,0,0,4.972023243,199447,199408,2,2,0.18465,202123,29763,7957105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994100,13.32084327,0,0,72.0110126,199410,199448,2,2,0.14268,202124,28586,1439105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1994090,16.38308881,0,0,23.88565744,199409,199449,2,2,0.18989,202125,29946,7967105,BH140,8,0,0,0,Rivière Causapscal,Rivière Causapscal,EFUZO,EFUZO,c8d45aa8bbee11d892e2080020a0f4c9,20070920,0,0
1994350,6.138959618,0,0,8.671598336,199435,199448,2,2,0.06849,202126,28618,1445105,BH140,8,0,0,0,Rivière Bonaventure Ouest,Rivière Bonaventure Ouest,EFPAI,EFPAI,21d70d11bbeb11d892e2080020a0f4c9,2003,0,0
1994460,4.025026196,0,0,110.7312037,199446,199450,2,2,0.05237,202127,30048,1635105,VT001,0,1,0,44255,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1994050,15.99791859,0,0,16.05080781,199405,199451,2,2,0.17165,202128,28891,1468105,BH140,8,0,0,0,Petite rivière Cascapédia Ouest,Petite rivière Cascapédia Ouest,EFUJQ,EFUJQ,521248bebbee11d892e2080020a0f4c9,2003,0,0
1994520,11.7486347,0,0,3.894620601,199452,199451,2,2,0.15043,202129,28907,1469105,BH140,8,0,0,0, , , , , ,2003,0,0
1994530,27.45433989,0,0,7.901561633,199453,199408,2,2,0.33496,202130,29747,7956105,BH140,8,0,0,0,Rivière Causapscal,Rivière Causapscal,EFUZO,EFUZO,c8d45aa8bbee11d892e2080020a0f4c9,20070920,0,0
1994540,8.287702575,0,0,2.911692637,199454,199455,2,2,0.08988,202131,29928,7965105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994550,3.082473625,0,0,4.883371692,199455,199449,2,2,0.04222,202132,29945,7966105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994560,17.20327888,0,0,5.351957036,199456,199441,2,2,0.21971,202133,28346,1415105,BH140,8,0,0,0, , , , , ,2003,0,0
1994400,6.056726961,0,0,269.3363114,199440,199457,2,2,0.0659,202134,29103,7939105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,20070920,0,0
1994580,12.72363503,0,0,4.162211035,199458,199457,2,2,0.16712,202135,29121,8004105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994590,15.09254217,0,0,4.798760962,199459,199460,2,2,0.17402,202136,29547,1560105,BH140,8,0,0,0, , , , , ,2003,0,0
1994610,9.418652098,0,0,3.2392934,199461,199462,2,2,0.09518,202137,29663,1577105,BH140,8,0,0,0, , , , , ,2003,0,0
1994480,2.983171935,0,0,97.70375639,199448,199463,2,2,0.03231,202138,28630,1447105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1994640,8.214422495,0,0,31.70668662,199464,199431,2,2,0.09392,202139,30238,1668105,BH140,8,0,0,0,Rivière Humqui,Rivière Humqui,EGRMU,EGRMU,23fa9cb5be2a11d892e2080020a0f4c9,2003,0,0
1994650,12.37515002,0,0,4.066974761,199465,199464,2,2,0.14162,202140,30239,1669105,BH140,8,0,0,0, , , , , ,2003,0,0
1994660,10.10234686,0,0,3.43412916,199466,199462,2,2,0.12223,202141,29726,1585105,BH140,8,0,0,0,Petite rivière Nouvelle,Petite rivière Nouvelle,EHLGP,EHLGP,604a35cabe4011d892e2080020a0f4c9,2003,0,0
1994670,27.79262006,0,0,7.982627956,199467,199468,2,2,0.31808,202142,28589,1440105,BH140,8,0,0,0, , , , , ,2003,0,0
1994680,5.493246651,0,0,7.904414599,199468,199463,2,2,0.06871,202143,28629,1446105,BH140,8,0,0,0,Rivière Reboul,Rivière Reboul,EHVCV,EHVCV,074398ddbe4911d892e2080020a0f4c9,2003,0,0
1994320,7.777723388,0,0,39.93042857,199432,199469,2,2,0.08453,202144,27835,1361105,BH140,8,0,0,0,La Grande Rivière,La Grande Rivière,EGNZB,EGNZB,012f824bbe1911d892e2080020a0f4c9,2003,0,1
1994700,15.85915323,0,0,5.001082679,199470,199471,2,2,0.17629,202146,28053,1380105,BH140,8,0,0,0, , , , , ,2003,0,0
1994720,15.06014954,0,0,4.790174857,199472,199473,2,2,0.15586,202147,28137,1394105,BH140,8,0,0,0, , , , , ,2003,0,0
1994620,11.23938279,0,0,14.35542319,199462,199460,2,2,0.15053,202148,29668,1578105,BH140,8,0,0,0,Petite rivière Nouvelle,Petite rivière Nouvelle,EHLGP,EHLGP,604a35cabe4011d892e2080020a0f4c9,2003,0,0
1994730,5.266991212,0,0,33.53442671,199473,199471,2,2,0.07457,202149,28136,1393105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,2003,0,0
1994410,10.52159065,0,0,16.42887178,199441,199473,2,2,0.13124,202150,28155,1397105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,2003,0,0
1994740,12.05280505,0,0,3.978484006,199474,199455,2,2,0.16027,202151,29948,7968105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994750,13.23682277,0,0,4.301673237,199475,199476,2,2,0.1533,202152,28011,1376105,BH140,8,0,0,0, , , , , ,2003,0,0
1994710,6.369855206,0,0,45.12043793,199471,199476,2,2,0.08944,202153,28052,1379105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,2003,0,0
1994490,4.508775729,0,0,43.85741033,199449,199477,2,2,0.04968,202154,30025,7970105,BH140,8,0,0,0,Rivière Causapscal,Rivière Causapscal,EFUZO,EFUZO,c8d45aa8bbee11d892e2080020a0f4c9,20070920,0,0
1994790,49.02033231,0,0,12.81029892,199479,199478,2,2,0.5892,202156,27938,1367105,BH140,8,0,0,0,Rivière du Petit Pabos,Rivière du Petit Pabos,EHPWK,EHPWK,8746e284be4511d892e2080020a0f4c9,2003,0,1
1994800,18.56966061,0,0,5.703990118,199480,199481,2,2,0.23597,202157,28437,7932105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994820,7.113656128,0,0,2.563598824,199482,199481,2,2,0.09636,202158,28363,7931105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994830,4.215767401,0,0,1.657545043,199483,199484,2,2,0.04481,202159,30373,1688105,BH140,8,0,0,0, , , , , ,2003,0,0
1994850,18.28937369,0,0,5.632139281,199485,199484,2,2,0.2268,202160,30450,6817105,BH140,8,0,0,0, , , , , ,20070302,0,0
1994150,19.92395612,0,0,60.21123286,199415,199486,2,2,0.22576,202161,28985,1479105,BH140,8,0,0,0,Petite rivière Cascapédia Est,Petite rivière Cascapédia Est,EFUJO,EFUJO,508ba8bdbbee11d892e2080020a0f4c9,2003,0,0
1994510,5.511966254,0,0,34.47596977,199451,199486,2,2,0.05983,202162,28987,1480105,BH140,8,0,0,0,Petite rivière Cascapédia Ouest,Petite rivière Cascapédia Ouest,EFUJQ,EFUJQ,521248bebbee11d892e2080020a0f4c9,2003,0,0
1994760,2.415541151,0,0,57.879716,199476,199487,2,2,0.02738,202163,28033,1377105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,2003,0,0
1994880,4.269007114,0,0,1.674974161,199488,199487,2,2,0.05981,202164,28121,1386105,BH140,8,0,0,0, , , , , ,2003,0,0
1994890,23.00711762,0,0,6.819347359,199489,199468,2,2,0.29156,202165,28637,1448105,BH140,8,0,0,0,Rivière Reboul,Rivière Reboul,EHVCV,EHVCV,074398ddbe4911d892e2080020a0f4c9,2003,0,0
1994770,5.520803859,0,0,53.39476645,199477,199490,2,2,0.07124,202166,30143,7974105,BH140,8,0,0,0,Rivière Causapscal,Rivière Causapscal,EFUZO,EFUZO,c8d45aa8bbee11d892e2080020a0f4c9,20070920,0,0
1994500,8.323058181,0,0,122.6122863,199450,199490,2,2,0.09926,202167,30144,1648105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1994910,13.82796188,0,0,4.461209272,199491,199477,2,2,0.17327,202168,30033,7971105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994870,3.432369881,0,0,64.52587127,199487,199492,2,2,0.04222,202169,28064,1382105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,2003,0,1
1994570,8.044571215,0,0,298.4556025,199457,199494,2,2,0.0818,202172,29285,7940105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,20070920,0,0
1994950,5.797848404,0,0,2.161790394,199495,199496,2,2,0.06169,202173,29826,7961105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994970,11.36074858,0,0,3.787148634,199497,199498,2,2,0.15122,202174,28470,7933105,BH140,8,0,0,0,Rivière Port-Daniel,Rivière Port-Daniel,EHSPQ,EHSPQ,1177aa28be4711d892e2080020a0f4c9,20070920,0,0
1994990,10.227841,0,0,17.16264265,199499,199464,2,2,0.11646,202175,30477,1699105,BH140,8,0,0,0,Rivière Humqui,Rivière Humqui,EGRMU,EGRMU,23fa9cb5be2a11d892e2080020a0f4c9,2003,0,0
1994840,5.625992693,0,0,8.063306346,199484,199499,2,2,0.06028,202176,30478,1700105,BH140,8,0,0,0, , , , , ,2003,0,0
1995000,12.25596323,0,0,4.034300625,199500,199501,2,2,0.1439,202177,29369,7949105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994810,20.20924977,0,0,23.40982902,199481,199493,2,2,0.26813,202178,28345,7930105,BH140,8,0,0,0, , , , , ,20070920,0,1
1994430,32.84735876,0,0,35.09338698,199443,199502,2,2,0.40801,202179,29333,7947105,BH140,8,0,0,0,Ruisseau Grand Nord,Ruisseau Grand Nord,EGOBV,EGOBV,10194145be1911d892e2080020a0f4c9,20070920,0,0
1995010,4.388810363,0,0,7.188470554,199501,199502,2,2,0.06166,202180,29364,7948105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995030,0.54820202,0,0,4.465169104,199503,199499,2,2,0.00568,202181,30492,1702105,BH140,8,0,0,0,Rivière Humqui,Rivière Humqui,EGRMU,EGRMU,23fa9cb5be2a11d892e2080020a0f4c9,2003,0,0
1994940,1.81844949,0,0,334.6763326,199494,199504,2,2,0.02034,202182,29285,7943105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,20070920,0,0
1995050,12.99319242,0,0,4.235579485,199505,199498,2,2,0.17309,202183,28605,8000105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995060,1.417846156,0,0,2.556259977,199506,199501,2,2,0.01938,202184,29397,7950105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995020,4.813821027,0,0,60.23854597,199502,199504,2,2,0.06473,202185,29332,7946105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995070,19.10190803,0,0,5.83993656,199507,199508,2,2,0.1972,202186,29272,8005105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995040,1.515974138,0,0,382.7953986,199504,199508,2,2,0.01975,202187,29284,7942105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,20070920,0,0
1995090,40.56817779,0,0,10.94090566,199509,199510,2,2,0.46383,202188,29706,7733105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,20070514,0,0
1994600,12.77544849,0,0,28.55434663,199460,199510,2,2,0.14403,202189,29707,1583105,BH140,8,0,0,0,Petite rivière Nouvelle,Petite rivière Nouvelle,EHLGP,EHLGP,604a35cabe4011d892e2080020a0f4c9,2003,0,0
1995120,18.18949224,0,0,5.606490731,199512,199506,2,2,0.22135,202191,29512,7951105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995130,19.4512588,0,0,5.92882425,199513,199514,2,2,0.22689,202192,29291,8006105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995080,1.201022091,0,0,391.3826305,199508,199514,2,2,0.01317,202193,29292,7944105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,20070920,0,0
1994630,12.14889391,0,0,111.2932413,199463,199515,2,2,0.12537,202194,28945,1477105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1995160,25.38423728,0,0,7.401757482,199516,199515,2,2,0.3358,202195,28944,1476105,BH140,8,0,0,0,Rivière Garin,Rivière Garin,EGLPB,EGLPB,670d4e40be1711d892e2080020a0f4c9,2003,0,0
1995170,3.323621723,0,0,3.396835249,199517,199503,2,2,0.03529,202196,30556,1715105,VT001,0,1,0,55255, , , , , ,2003,0,0
1995180,19.41813834,0,0,5.920408662,199518,199444,2,2,0.2109,202197,30519,1706105,BH140,8,0,0,0, , , , , ,2003,0,0
1995190,14.61451321,0,0,4.671737343,199519,199511,2,2,0.1971,202198,28401,1417105,BH140,8,0,0,0, , , , , ,2003,0,1
1995150,7.263081116,0,0,142.7551615,199515,199520,2,2,0.09575,202199,29046,1490105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1995210,16.80061093,0,0,5.247338827,199521,199520,2,2,0.18409,202200,29047,1491105,BH140,8,0,0,0, , , , , ,2003,0,0
1995140,3.297890013,0,0,399.1939685,199514,199522,2,2,0.03913,202201,29313,7945105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,20070920,0,0
1995230,22.7831767,0,0,6.763977582,199523,199524,2,2,0.24188,202202,29808,7958105,BH140,8,0,0,0,Ruisseau Ell,Ruisseau Ell,EGGPV,EGGPV,1635ddf7be1111d892e2080020a0f4c9,20070920,0,0
1995100,4.137616285,0,0,42.13561008,199510,199524,2,2,0.04024,202203,29809,7959105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,20070920,0,0
1995240,0.34266847,0,0,47.2258674,199524,199525,2,2,0.00393,202204,29811,7960105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,20070920,0,0
1994960,19.55089035,0,0,14.87642357,199496,199525,2,2,0.24662,202205,29826,7962105,BH140,8,0,0,0,Ruisseau Butler,Ruisseau Butler,EFSAY,EFSAY,d15760b6bbec11d892e2080020a0f4c9,20070920,0,0
1995260,15.73813471,0,0,4.969254038,199526,199527,2,2,0.16176,202206,29699,1580105,BH140,8,0,0,0,Ruisseau Mann,Ruisseau Mann,EJXYZ,EJXYZ,05a4ca77bfae11d892e2080020a0f4c9,2003,0,0
1995280,17.38664527,0,0,5.399462414,199528,199527,2,2,0.19386,202207,29692,1579105,BH140,8,0,0,0, , , , , ,2003,0,0
1995220,3.136505252,0,0,1.295443318,199522,199529,2,6,0.03787,202208,29351,1533105,BH140,8,0,0,0, , , , , ,2003,0,0
1995225,2.147953097,0,0,418.4902305,199522,199529,6,2,0.02084,202209,29352,1534105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1995300,1.760302408,0,0,0.800437928,199530,199531,5,5,0.02365,202210,30884,1801105,BH140,8,0,0,0,Patapedia River,Rivière Patapédia,DANAM,EHODT,e1214347ba2111d892e2080020a0f4c9,2003,0,0
1995320,13.60150498,0,0,4.400230162,199532,199506,2,2,0.16299,202211,29619,8002105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995330,1.4621062,0,0,0.685710165,199533,199531,5,5,0.01725,202212,30914,1806105,BH140,8,0,0,0, , , , , ,2003,0,0
1995340,14.76095297,0,0,4.710722353,199534,199517,2,2,0.17556,202213,30700,1756105,BH140,8,0,0,0, , , , , ,2003,0,0
1994860,15.93831889,0,0,113.0912681,199486,199535,2,2,0.17148,202214,29405,1513105,BH140,8,0,0,0,Petite rivière Cascapédia,Petite rivière Cascapédia,EFUJM,EFUJM,5085401cbbee11d892e2080020a0f4c9,2003,0,0
1995310,3.697726697,0,0,5.683237694,199531,199536,5,5,0.04598,202215,30902,1804105,BH140,8,0,0,0,Patapedia River,Rivière Patapédia,DANAM,EHODT,e1214347ba2111d892e2080020a0f4c9,2003,0,0
1995250,3.308038797,0,0,61.04843872,199525,199537,2,2,0.03311,202216,29871,7963105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,20070920,0,0
1995380,16.54502396,0,0,5.180717804,199538,199537,2,2,0.20544,202217,29913,7964105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995390,17.42853768,0,0,5.410303896,199539,199540,2,2,0.1852,202218,30245,1670105,BH140,8,0,0,0, , , , , ,2003,0,0
1995410,11.49983703,0,0,3.825755212,199541,199542,2,2,0.15138,202219,30722,1762105,BH140,8,0,0,0, , , , , ,2003,0,0
1995430,12.47209331,0,0,4.093512377,199543,199544,2,2,0.14081,202220,30440,1692105,BH140,8,0,0,0, , , , , ,2003,0,0
1994900,17.19100836,0,0,189.8096732,199490,199544,2,2,0.18653,202221,30441,1693105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1995450,30.51462985,0,0,8.629152913,199545,199540,2,2,0.35226,202222,30266,1671105,BH140,8,0,0,0, , , , , ,2003,0,0
1995360,3.999205596,0,0,9.346088763,199536,199546,5,5,0.048,202223,30935,1809105,VT001,0,1,0,68255,Patapedia River,Rivière Patapédia,DANAM,EHODT,e1214347ba2111d892e2080020a0f4c9,2003,0,0
1995470,16.25264232,0,0,5.104295325,199547,199548,2,2,0.1853,202224,30597,1727105,BH140,8,0,0,0, , , , , ,2003,0,0
1995290,5.57367781,0,0,431.413123,199529,199549,2,2,0.05346,202225,29463,1551105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,1
1995420,6.891958489,0,0,9.549502755,199542,199548,2,2,0.0923,202226,30635,1737105,BH140,8,0,0,0, , , , , ,2003,0,0
1995500,10.3738275,0,0,3.510878768,199550,199551,2,2,0.10526,202227,29406,1547105,BH140,8,0,0,0, , , , , ,2003,0,0
1995350,6.302233888,0,0,146.7528292,199535,199551,2,2,0.07809,202228,29405,1546105,BH140,8,0,0,0,Petite rivière Cascapédia,Petite rivière Cascapédia,EFUJM,EFUJM,5085401cbbee11d892e2080020a0f4c9,2003,0,0
1994980,16.29195825,0,0,19.56148825,199498,199552,2,2,0.17772,202229,28707,7938105,BH140,8,0,0,0,Rivière Port-Daniel,Rivière Port-Daniel,EHSPQ,EHSPQ,1177aa28be4711d892e2080020a0f4c9,20070920,0,1
1995530,18.33551245,0,0,5.643979369,199553,199552,2,2,0.22283,202230,28726,1453105,BH140,8,0,0,0, , , , , ,2003,0,1
1995510,1.799968853,0,0,160.0095804,199551,199554,2,2,0.0216,202231,29549,1550105,BH140,8,0,0,0,Petite rivière Cascapédia,Petite rivière Cascapédia,EFUJM,EFUJM,5085401cbbee11d892e2080020a0f4c9,2003,0,0
1995400,6.830586239,0,0,9.478571325,199540,199555,2,2,0.08161,202232,30367,1686105,BH140,8,0,0,0, , , , , ,2003,0,0
1995560,21.60751162,0,0,6.471779648,199556,199555,2,2,0.2279,202233,30368,1687105,BH140,8,0,0,0,Rivière Assemetquagan,Rivière Assemetquagan,EFJJH,EFJJH,aed68a38bbe511d892e2080020a0f4c9,2003,0,0
1995200,12.24129139,0,0,165.9068681,199520,199558,2,2,0.13295,202235,29288,1511105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1995590,13.38071599,0,0,4.340614321,199559,199557,2,2,0.15771,202236,29611,1574105,BH140,8,0,0,0, , , , , ,2003,0,1
1995460,4.59652449,0,0,13.06134943,199546,199560,5,5,0.05364,202237,30974,1823105,BH140,8,0,0,0,Patapedia River,Rivière Patapédia,DANAM,EHODT,e1214347ba2111d892e2080020a0f4c9,2003,0,0
1995620,24.26230954,0,0,7.128064099,199562,199561,2,2,0.29274,202240,28915,1471105,BH140,8,0,0,0,Petite rivière Port-Daniel,Petite rivière Port-Daniel,EHSPR,EHSPR,11862919be4711d892e2080020a0f4c9,2003,0,1
1995600,1.744829575,0,0,16.35400333,199560,199563,5,5,0.02058,202241,30980,1825105,VT001,0,1,0,71255,Patapedia River,Rivière Patapédia,DANAM,EHODT,e1214347ba2111d892e2080020a0f4c9,2003,0,0
1995640,16.98887878,0,0,5.296304555,199564,199565,2,2,0.19855,202242,30105,7972105,BH140,8,0,0,0, , , , , ,20070920,0,0
1995370,12.34750559,0,0,72.5506909,199537,199566,2,2,0.15159,202243,29950,7969105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,20070920,0,0
1995670,30.90204758,0,0,8.720372508,199567,199565,2,2,0.35269,202244,30187,7975105,BH140,8,0,0,0,Rivière Escuminac,Rivière Escuminac,EGHKY,EGHKY,93cae9fdbe1111d892e2080020a0f4c9,20070920,0,0
1995270,12.15332551,0,0,15.32200317,199527,199568,2,2,0.12725,202245,29931,1615105,BH140,8,0,0,0,Ruisseau Mann,Ruisseau Mann,EJXYZ,EJXYZ,05a4ca77bfae11d892e2080020a0f4c9,2003,0,0
1995660,1.111591731,0,0,96.70806389,199566,199568,2,2,0.01502,202246,29950,1617105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,2003,0,0
1995680,0.535682468,0,0,112.7740471,199568,199569,2,2,0.00649,202247,29987,1616105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,2003,0,0
1995700,19.25640382,0,0,5.879279067,199570,199542,2,2,0.22967,202248,30820,7735105,BH140,8,0,0,0, , , , , ,20070514,0,0
1995540,5.648849806,0,0,164.7634309,199554,199571,2,2,0.06591,202249,29549,1561105,BH140,8,0,0,0,Petite rivière Cascapédia,Petite rivière Cascapédia,EFUJM,EFUJM,5085401cbbee11d892e2080020a0f4c9,2003,0,1
1995720,21.98905883,0,0,6.566892303,199572,199573,2,2,0.24675,202251,29403,5321105,BH140,8,0,0,0,Rivière Hall,Rivière Hall,EGPOC,EGPOC,46f3a7d6be1a11d892e2080020a0f4c9,20061211,0,0
1995740,25.10815159,0,0,7.334596822,199574,199575,2,2,0.3027,202252,29279,1515105,BH140,8,0,0,0, , , , , ,2003,0,0
1995580,6.514708983,0,0,199.6745351,199558,199575,2,2,0.08024,202253,29288,1519105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1995440,9.847463935,0,0,259.0028207,199544,199576,2,2,0.10884,202254,30602,1729105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1995480,20.79978463,0,0,26.55309178,199548,199576,2,2,0.25747,202255,30617,1733105,BH140,8,0,0,0,Rivière Milnikek,Rivière Milnikek,EHGPV,EHGPV,e8f492cabe3b11d892e2080020a0f4c9,2003,0,0
1995690,3.174517901,0,0,114.5037088,199569,199577,2,2,0.03866,202256,29987,1624105,BH140,8,0,0,0,Rivière Nouvelle,Rivière Nouvelle,EHLGO,EHLGO,603cef59be4011d892e2080020a0f4c9,2003,0,0
1995780,5.782391016,0,0,2.156985488,199578,199579,2,2,0.06593,202257,96,5310105,BH140,8,0,0,0, , , , , ,20061211,0,0
1995650,9.069908491,0,0,12.00560855,199565,199580,2,2,0.11061,202258,30134,7973105,BH140,8,0,0,0,Rivière Escuminac,Rivière Escuminac,EGHKY,EGHKY,93cae9fdbe1111d892e2080020a0f4c9,20070920,0,1
